EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
963,33,1.0,Travel_Rarely,465,Research & Development,2.0,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707.0,21509,7.0,No,20.0,4,1,0,13.0,3.0,4,9.0,7.0,1.0,7.0
964,39,0.0,Travel_Rarely,524,Research & Development,18.0,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,4534.0,13352,0.0,No,11.0,3,1,0,9.0,4.5,3,8.0,7.0,1.0,7.0
965,22,1.0,Travel_Frequently,1368,Research & Development,4.0,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894.0,9129,5.0,No,16.0,3,3,0,4.0,3.0,3,2.0,2.0,1.0,2.0
968,52,0.0,Travel_Rarely,1325,Research & Development,11.0,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,3149.0,21821,8.0,No,20.0,4,2,1,9.0,3.0,3,5.0,2.0,1.0,4.0
969,40,0.0,Travel_Rarely,1492,Research & Development,20.0,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322.0,26542,4.0,No,20.0,4,4,1,14.0,4.5,3,11.0,10.0,7.5,1.0
971,35,0.0,Travel_Rarely,1219,Sales,18.0,3,Medical,3,Female,86,3,2,Sales Executive,3,Married,4601.0,6179,1.0,No,16.0,3,2,0,5.0,3.0,3,5.0,2.0,1.0,0.0
972,47,0.0,Travel_Rarely,1454,Sales,2.0,4,Life Sciences,4,Female,65,2,1,Sales Representative,4,Single,3294.0,13137,1.0,Yes,18.0,3,1,0,3.0,3.0,2,3.0,2.0,1.0,2.0
973,54,0.0,Non-Travel,142,Human Resources,26.0,3,Human Resources,4,Female,30,4,4,Manager,4,Single,17328.0,13871,2.0,Yes,12.0,3,3,0,23.0,3.0,3,5.0,3.0,4.0,4.0
976,32,1.0,Travel_Rarely,374,Research & Development,25.0,4,Life Sciences,1,Male,87,3,1,Laboratory Technician,4,Single,2795.0,18016,1.0,Yes,24.0,4,3,0,1.0,2.0,1,1.0,0.0,0.0,1.0
977,29,0.0,Non-Travel,1496,Research & Development,1.0,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319.0,26283,1.0,No,13.0,3,1,1,10.0,1.0,3,10.0,7.0,0.0,9.0
979,28,0.0,Travel_Rarely,640,Research & Development,1.0,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,2080.0,4732,2.0,No,11.0,3,2,0,5.0,2.0,2,3.0,2.0,1.0,2.0
981,36,0.0,Travel_Rarely,938,Research & Development,2.0,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,2519.0,12287,4.0,No,21.0,4,3,0,16.0,4.5,3,11.0,8.0,3.0,9.0
983,34,0.0,Travel_Frequently,648,Human Resources,11.0,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4490.0,21833,4.0,No,11.0,3,4,2,14.0,4.5,4,10.0,9.0,1.0,8.0
985,39,0.0,Travel_Frequently,672,Research & Development,7.0,2,Medical,3,Male,54,2,5,Manager,4,Married,17490.875,21141,1.0,No,15.0,3,1,1,21.0,2.0,3,18.0,9.0,7.5,3.0
987,56,1.0,Travel_Rarely,441,Research & Development,14.0,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,4963.0,4510,8.5,Yes,18.0,3,1,3,7.0,2.0,3,5.0,4.0,4.0,3.0
988,44,0.0,Travel_Rarely,1117,Research & Development,2.0,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011.0,19982,1.0,No,13.0,3,4,1,10.0,4.5,3,10.0,5.0,7.0,7.0
989,49,0.0,Travel_Rarely,527,Research & Development,8.0,2,Other,1,Female,51,3,3,Laboratory Technician,2,Married,7403.0,22477,4.0,No,11.0,3,3,1,29.0,3.0,2,18.0,9.0,1.0,7.0
990,42,1.0,Travel_Frequently,933,Research & Development,19.0,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,2759.0,20366,6.0,Yes,12.0,3,4,0,7.0,2.0,3,2.0,2.0,2.0,2.0
991,30,0.0,Travel_Rarely,1329,Sales,29.0,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115.0,13192,8.0,No,19.0,3,3,3,8.0,3.0,3,4.0,3.0,0.0,3.0
993,40,0.0,Non-Travel,218,Research & Development,8.0,1,Medical,4,Male,55,2,3,Research Director,2,Divorced,13757.0,25178,2.0,No,11.0,3,3,1,16.0,4.5,3,9.0,8.0,4.0,8.0
995,44,0.0,Non-Travel,381,Research & Development,24.0,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,3708.0,2104,2.0,No,14.0,3,3,0,9.0,4.5,3,5.0,2.0,1.0,4.0
996,52,0.0,Travel_Frequently,890,Research & Development,25.0,4,Medical,3,Female,81,2,4,Manufacturing Director,4,Married,13826.0,19028,3.0,No,22.0,4,3,0,31.0,3.0,3,9.0,8.0,0.0,0.0
997,54,0.0,Travel_Rarely,971,Research & Development,1.0,3,Medical,4,Female,54,3,4,Research Director,4,Single,17328.0,5652,6.0,No,19.0,3,4,0,29.0,3.0,2,18.0,7.0,7.5,7.0
998,25,1.0,Travel_Rarely,1219,Research & Development,4.0,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691.0,4605,1.0,Yes,15.0,3,2,1,7.0,3.0,4,7.0,7.0,5.0,6.0
999,35,0.0,Non-Travel,1225,Research & Development,2.0,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093.0,4761,2.0,No,11.0,3,1,1,16.0,2.0,4,1.0,0.0,0.0,0.0
1002,29,0.0,Travel_Rarely,657,Research & Development,27.0,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4335.0,25549,4.0,No,12.0,3,1,1,11.0,3.0,2,8.0,7.0,1.0,1.0
1003,22,0.0,Travel_Rarely,534,Research & Development,15.0,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,2871.0,23785,1.0,No,15.0,3,3,0,1.0,4.5,3,0.0,0.0,0.0,0.0
1004,38,0.0,Travel_Rarely,1495,Research & Development,10.0,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824.0,22174,3.0,No,19.0,3,3,1,18.0,4.0,3,1.0,0.0,0.0,0.0
1005,33,0.0,Travel_Rarely,586,Sales,1.0,3,Medical,1,Male,48,4,2,Sales Executive,1,Divorced,4037.0,21816,1.0,No,22.0,4,1,1,9.0,4.5,3,9.0,8.0,0.0,8.0
1006,25,1.0,Travel_Frequently,599,Sales,24.0,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1118.0,8040,1.0,Yes,14.0,3,4,0,1.0,4.0,3,1.0,0.0,1.0,0.0
1007,31,0.0,Travel_Rarely,480,Research & Development,7.0,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306.0,4156,1.0,No,12.0,3,2,1,13.0,4.5,1,13.0,10.0,3.0,12.0
1010,29,0.0,Travel_Rarely,1176,Sales,3.0,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,5561.0,3487,1.0,No,14.0,3,1,1,6.0,4.5,2,6.0,0.0,1.0,2.0
1011,29,0.0,Travel_Frequently,1404,Sales,20.0,3,Technical Degree,3,Female,84,3,1,Sales Representative,4,Married,2157.0,18203,1.0,No,15.0,3,2,1,3.0,4.5,3,3.0,1.0,0.0,2.0
1013,54,0.0,Travel_Frequently,928,Research & Development,20.0,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,4869.0,16885,3.0,No,12.0,3,4,0,20.0,4.0,2,4.0,3.0,0.0,3.0
1014,54,0.0,Travel_Rarely,376,Research & Development,19.0,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485.0,22670,8.5,Yes,11.0,3,2,2,9.0,4.0,3,5.0,3.0,1.0,4.0
1015,31,1.0,Non-Travel,335,Research & Development,9.0,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,2321.0,10322,0.0,Yes,22.0,4,1,0,4.0,0.5,3,3.0,2.0,1.0,2.0
1017,47,0.0,Travel_Rarely,465,Research & Development,1.0,3,Technical Degree,1,Male,74,3,1,Research Scientist,4,Married,3420.0,10205,7.0,No,12.0,3,3,1,17.0,2.0,2,6.0,5.0,1.0,2.0
1018,36,0.0,Travel_Rarely,1299,Research & Development,27.0,3,Medical,3,Male,94,3,2,Healthcare Representative,3,Married,5237.0,16577,6.0,No,13.0,3,2,2,17.0,3.0,2,7.0,7.0,7.0,7.0
1019,41,0.0,Travel_Rarely,1283,Research & Development,5.0,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,2127.0,5561,2.0,Yes,12.0,3,1,0,7.0,4.5,2,4.0,2.0,0.0,3.0
1020,29,1.0,Travel_Frequently,115,Sales,13.0,3,Technical Degree,1,Female,51,3,2,Sales Executive,2,Single,5765.0,17485,5.0,No,11.0,3,1,0,7.0,4.0,1,5.0,3.0,0.0,0.0
1021,18,1.0,Travel_Frequently,1306,Sales,5.0,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878.0,8059,1.0,Yes,14.0,3,4,0,0.0,3.0,3,0.0,0.0,0.0,0.0
1022,32,0.0,Travel_Rarely,1018,Research & Development,2.0,4,Medical,1,Female,74,4,2,Research Scientist,4,Single,5055.0,10557,7.0,No,16.0,3,3,0,10.0,0.5,2,7.0,7.0,0.0,7.0
1028,42,0.0,Travel_Rarely,532,Research & Development,4.0,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,17490.875,4933,1.0,No,11.0,3,4,0,22.0,3.0,3,18.0,14.5,7.5,14.5
1029,58,0.0,Travel_Rarely,682,Sales,10.0,4,Medical,4,Male,37,3,4,Sales Executive,3,Single,13872.0,24409,0.0,No,13.0,3,3,0,31.0,1.0,2,18.0,10.0,1.0,8.0
1030,37,0.0,Travel_Rarely,1192,Research & Development,5.0,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347.0,23177,7.0,No,16.0,3,3,2,8.0,2.0,2,6.0,2.0,0.0,4.0
1031,39,0.0,Travel_Frequently,945,Research & Development,22.0,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880.0,5083,1.0,Yes,13.0,3,3,0,21.0,2.0,3,18.0,6.0,2.0,8.0
1035,31,0.0,Travel_Rarely,691,Sales,7.0,3,Marketing,4,Male,73,3,2,Sales Executive,4,Divorced,7547.0,7143,4.0,No,12.0,3,4,3,13.0,3.0,3,7.0,7.0,1.0,7.0
1036,45,0.0,Travel_Rarely,1268,Sales,4.0,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,5006.0,6319,4.0,Yes,11.0,3,1,1,9.0,3.0,4,5.0,4.0,0.0,3.0
1037,26,0.0,Travel_Rarely,1355,Human Resources,25.0,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,2942.0,8916,1.0,No,23.0,4,4,1,8.0,3.0,3,8.0,7.0,5.0,7.0
1038,28,1.0,Travel_Rarely,1434,Research & Development,5.0,4,Technical Degree,3,Male,50,3,1,Laboratory Technician,3,Single,3441.0,11179,1.0,Yes,13.0,3,3,0,2.0,3.0,2,2.0,2.0,2.0,2.0
1039,35,0.0,Travel_Rarely,195,Sales,1.0,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859.0,6698,1.0,No,16.0,3,4,0,5.0,3.0,3,5.0,4.0,0.0,3.0
1040,30,0.0,Non-Travel,1400,Research & Development,3.0,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097.0,16734,4.0,No,15.0,3,3,1,9.0,3.0,1,5.0,3.0,1.0,4.0
1041,34,0.0,Travel_Frequently,1003,Research & Development,2.0,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033.0,15834,2.0,No,11.0,3,4,0,5.0,3.0,2,3.0,2.0,0.0,2.0
1045,43,0.0,Travel_Rarely,415,Sales,25.0,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798.0,5268,5.0,No,13.0,3,3,1,18.0,4.5,3,1.0,0.0,0.0,0.0
1046,35,0.0,Travel_Rarely,755,Research & Development,9.0,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540.0,19394,8.5,No,19.0,3,3,0,10.0,4.5,3,1.0,1.0,0.0,0.0
1047,35,0.0,Travel_Rarely,1361,Sales,17.0,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966.0,21026,3.0,Yes,15.0,3,4,3,15.0,2.0,3,7.0,7.0,1.0,7.0
1049,54,0.0,Travel_Rarely,548,Research & Development,8.0,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780.0,23428,7.0,No,11.0,3,3,0,19.0,3.0,3,1.0,0.0,0.0,0.0
1052,20,0.0,Travel_Rarely,654,Sales,21.0,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678.0,5050,1.0,No,17.0,3,4,0,2.0,2.0,3,2.0,1.0,2.0,2.0
1053,33,1.0,Travel_Rarely,527,Research & Development,1.0,4,Other,4,Male,63,3,1,Research Scientist,4,Single,2686.0,5207,1.0,Yes,13.0,3,3,0,10.0,2.0,2,10.0,9.0,7.0,8.0
1055,41,0.0,Travel_Frequently,840,Research & Development,9.0,3,Medical,1,Male,64,3,5,Research Director,3,Divorced,17490.875,3735,2.0,No,17.0,3,2,1,21.0,2.0,4,18.0,14.5,0.0,11.0
1056,56,0.0,Travel_Rarely,206,Human Resources,8.0,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,17490.875,4022,6.0,No,14.0,3,1,0,31.0,4.0,3,7.0,3.0,7.0,7.0
1058,27,0.0,Travel_Rarely,1377,Sales,2.0,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,4478.0,5242,1.0,Yes,11.0,3,1,0,5.0,3.0,3,5.0,4.0,0.0,4.0
1059,44,0.0,Travel_Rarely,200,Research & Development,29.0,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541.0,7744,1.0,No,25.0,4,2,0,20.0,3.0,3,18.0,11.0,7.5,14.5
1062,34,0.0,Travel_Rarely,1320,Research & Development,20.0,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,2585.0,21643,0.0,No,17.0,3,4,0,2.0,4.5,2,1.0,0.0,0.0,0.0
1063,34,0.0,Travel_Rarely,829,Human Resources,3.0,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,3737.0,2243,0.0,No,19.0,3,3,1,4.0,1.0,1,3.0,2.0,0.0,2.0
1065,34,0.0,Non-Travel,1381,Sales,4.0,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538.0,12740,8.5,No,15.0,3,1,1,6.0,3.0,3,3.0,2.0,1.0,2.0
1066,18,0.0,Non-Travel,1124,Research & Development,1.0,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,1611.0,19305,1.0,No,15.0,3,3,0,0.0,4.5,4,0.0,0.0,0.0,0.0
1067,33,0.0,Travel_Rarely,832,Research & Development,5.0,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,2911.0,14776,1.0,No,13.0,3,3,1,2.0,2.0,2,2.0,2.0,0.0,2.0
1068,36,1.0,Travel_Rarely,885,Research & Development,16.0,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743.0,8269,1.0,No,16.0,3,3,0,18.0,1.0,3,17.0,13.0,7.5,14.0
1070,34,0.0,Travel_Rarely,182,Research & Development,1.0,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,3280.0,13551,2.0,No,16.0,3,3,0,10.0,2.0,3,4.0,2.0,1.0,3.0
1071,55,0.0,Travel_Rarely,1311,Research & Development,2.0,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659.0,23258,2.0,Yes,13.0,3,3,0,30.0,2.0,3,5.0,4.0,1.0,2.0
1072,25,0.0,Travel_Rarely,882,Research & Development,19.0,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,3669.0,9075,3.0,No,11.0,3,3,3,7.0,4.5,2,3.0,2.0,1.0,2.0
1073,30,0.0,Non-Travel,1398,Sales,22.0,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412.0,2890,0.0,No,11.0,3,3,0,10.0,3.0,3,9.0,8.0,7.0,8.0
1074,28,0.0,Travel_Rarely,1300,Research & Development,17.0,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558.0,13535,1.0,No,12.0,3,4,1,10.0,2.0,3,10.0,0.0,1.0,8.0
1075,42,0.0,Travel_Rarely,265,Sales,5.0,2,Marketing,4,Male,90,3,5,Manager,3,Married,17490.875,7770,6.0,No,13.0,3,2,0,21.0,3.0,4,1.0,0.0,0.0,0.0
1076,48,1.0,Travel_Rarely,626,Research & Development,1.0,2,Life Sciences,1,Male,98,2,3,Laboratory Technician,3,Single,5381.0,19294,8.5,Yes,13.0,3,4,0,23.0,2.0,3,1.0,0.0,0.0,0.0
1078,41,0.0,Travel_Rarely,167,Research & Development,12.0,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766.0,9051,3.0,Yes,11.0,3,1,1,6.0,4.0,3,1.0,0.0,0.0,0.0
1079,28,0.0,Travel_Rarely,821,Sales,5.0,4,Medical,1,Male,98,3,2,Sales Executive,4,Single,4908.0,24252,1.0,No,14.0,3,2,0,4.0,3.0,3,4.0,2.0,0.0,2.0
1082,35,0.0,Travel_Rarely,802,Research & Development,10.0,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917.0,9541,1.0,No,20.0,4,1,1,3.0,4.0,2,3.0,2.0,1.0,2.0
1083,37,0.0,Travel_Rarely,1372,Research & Development,1.0,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115.0,15881,1.0,No,12.0,3,2,0,17.0,3.0,3,17.0,12.0,5.0,7.0
1085,40,0.0,Travel_Rarely,555,Research & Development,2.0,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448.0,13436,6.0,No,22.0,4,2,1,20.0,3.0,3,1.0,0.0,0.0,0.0
1086,41,0.0,Non-Travel,247,Research & Development,7.0,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,17490.875,20284,1.0,No,22.0,4,2,2,21.0,3.0,3,18.0,14.5,5.0,10.0
1087,24,0.0,Travel_Rarely,1371,Sales,10.0,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260.0,5915,1.0,Yes,12.0,3,4,1,5.0,2.0,4,5.0,2.0,0.0,3.0
1088,30,0.0,Travel_Frequently,721,Research & Development,1.0,2,Medical,3,Female,58,3,2,Laboratory Technician,4,Single,4011.0,10781,1.0,No,23.0,4,4,0,12.0,2.0,3,12.0,8.0,3.0,7.0
1090,36,0.0,Travel_Rarely,164,Sales,2.0,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596.0,3809,1.0,No,13.0,3,2,2,10.0,2.0,3,10.0,9.0,7.5,0.0
1091,53,0.0,Travel_Rarely,1223,Research & Development,7.0,2,Medical,4,Female,50,3,5,Manager,3,Divorced,17490.875,18640,3.0,No,18.0,3,2,1,26.0,4.5,3,7.0,7.0,4.0,7.0
1092,26,0.0,Travel_Rarely,683,Research & Development,2.0,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,3904.0,4050,0.0,No,12.0,3,4,0,5.0,2.0,3,4.0,3.0,1.0,1.0
1094,27,0.0,Travel_Rarely,591,Research & Development,2.0,1,Medical,1,Male,40,3,1,Laboratory Technician,2,Married,3468.0,16632,8.5,No,12.0,3,4,1,6.0,3.0,3,2.0,2.0,2.0,2.0
1095,53,0.0,Travel_Rarely,661,Sales,7.0,2,Marketing,1,Female,78,2,3,Sales Executive,4,Married,10934.0,20715,7.0,Yes,18.0,3,4,1,31.0,3.0,3,5.0,2.0,0.0,4.0
1096,52,0.0,Travel_Rarely,994,Research & Development,7.0,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445.0,15322,7.0,No,19.0,3,4,0,18.0,4.0,3,8.0,6.0,4.0,0.0
1098,29,0.0,Travel_Rarely,1247,Sales,20.0,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931.0,10732,2.0,No,14.0,3,4,1,10.0,2.0,3,3.0,2.0,0.0,2.0
1099,42,0.0,Travel_Rarely,201,Research & Development,1.0,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576.0,20490,3.0,No,16.0,3,2,1,8.0,4.5,3,5.0,2.0,1.0,2.0
1101,30,0.0,Travel_Rarely,413,Sales,7.0,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983.0,18398,0.0,No,14.0,3,1,0,4.0,3.0,3,3.0,2.0,1.0,2.0
1102,35,0.0,Travel_Rarely,1232,Sales,16.0,3,Marketing,3,Male,96,3,3,Sales Executive,2,Married,8020.0,5100,0.0,No,15.0,3,3,2,12.0,3.0,2,11.0,9.0,6.0,9.0
1106,35,1.0,Travel_Rarely,556,Research & Development,23.0,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,5916.0,15497,3.0,Yes,13.0,3,1,0,8.0,1.0,3,1.0,0.0,0.0,1.0
1107,49,0.0,Non-Travel,1002,Research & Development,18.0,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804.0,23793,1.0,Yes,15.0,3,1,2,7.0,0.5,3,7.0,7.0,1.0,7.0
1108,26,1.0,Travel_Rarely,1146,Sales,8.0,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,5326.0,3064,6.0,No,17.0,3,3,0,6.0,2.0,2,4.0,3.0,1.0,2.0
1110,32,0.0,Travel_Frequently,1005,Research & Development,2.0,2,Life Sciences,4,Male,79,3,1,Laboratory Technician,4,Single,3068.0,11864,0.0,No,13.0,3,3,0,8.0,2.0,2,7.0,7.0,3.0,6.0
1111,30,0.0,Travel_Frequently,1312,Research & Development,23.0,3,Life Sciences,1,Male,96,1,1,Research Scientist,3,Divorced,2613.0,22310,1.0,No,25.0,4,3,3,10.0,2.0,2,10.0,7.0,0.0,9.0
1112,53,0.0,Travel_Rarely,1070,Research & Development,3.0,4,Medical,3,Male,45,3,4,Research Director,3,Married,17490.875,21016,3.0,Yes,16.0,3,4,3,21.0,4.5,2,5.0,3.0,1.0,3.0
1113,31,0.0,Travel_Rarely,1463,Research & Development,23.0,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582.0,14408,0.0,No,21.0,4,2,1,10.0,2.0,3,9.0,0.0,7.0,8.0
1114,27,0.0,Travel_Frequently,472,Research & Development,1.0,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,4298.0,9679,5.0,No,19.0,3,3,1,6.0,1.0,3,2.0,2.0,2.0,0.0
1115,46,1.0,Travel_Rarely,669,Sales,9.0,2,Medical,3,Male,64,2,3,Sales Executive,4,Single,9619.0,13596,1.0,No,16.0,3,4,0,9.0,3.0,3,9.0,8.0,4.0,7.0
1116,46,0.0,Travel_Rarely,1009,Research & Development,2.0,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17490.875,2288,6.0,No,13.0,3,3,0,26.0,2.0,1,3.0,2.0,0.0,1.0
1117,18,1.0,Travel_Rarely,230,Research & Development,3.0,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,1420.0,25233,1.0,No,13.0,3,3,0,0.0,2.0,3,0.0,0.0,0.0,0.0
1118,26,1.0,Travel_Frequently,887,Research & Development,5.0,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,2366.0,20898,1.0,Yes,14.0,3,1,1,8.0,2.0,3,8.0,7.0,1.0,7.0
1120,25,1.0,Travel_Rarely,383,Sales,9.0,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,4400.0,15182,3.0,No,12.0,3,1,0,6.0,2.0,3,3.0,2.0,2.0,2.0
1121,48,0.0,Travel_Rarely,1221,Sales,7.0,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,5486.0,24795,4.0,No,11.0,3,1,3,15.0,3.0,3,2.0,2.0,2.0,2.0
1123,44,0.0,Travel_Rarely,986,Research & Development,8.0,4,Life Sciences,1,Male,62,4,1,Laboratory Technician,4,Married,2818.0,5044,2.0,Yes,24.0,4,3,1,10.0,2.0,2,3.0,2.0,0.0,2.0
1124,31,0.0,Travel_Rarely,182,Research & Development,8.0,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,16422.0,8847,3.0,No,11.0,3,3,0,9.0,3.0,4,3.0,2.0,1.0,0.0
1125,33,0.0,Travel_Frequently,1111,Sales,5.0,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,9998.0,19293,6.0,No,13.0,3,1,0,8.0,2.0,4,5.0,4.0,1.0,2.0
1126,30,0.0,Non-Travel,641,Sales,25.0,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736.0,6069,7.0,Yes,12.0,3,2,1,4.0,2.0,4,2.0,2.0,2.0,2.0
1127,37,0.0,Travel_Rarely,446,Research & Development,1.0,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447.0,15701,6.0,No,12.0,3,2,1,8.0,2.0,2,6.0,5.0,4.0,3.0
1128,29,0.0,Travel_Rarely,665,Research & Development,15.0,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,2340.0,22673,1.0,No,19.0,3,1,0,6.0,1.0,3,6.0,5.0,1.0,5.0
1130,24,1.0,Travel_Frequently,1287,Research & Development,7.0,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886.0,14168,1.0,Yes,16.0,3,4,1,6.0,4.0,3,6.0,3.0,1.0,2.0
1131,51,0.0,Travel_Rarely,632,Sales,21.0,4,Marketing,3,Male,71,3,2,Sales Executive,4,Single,5441.0,8423,0.0,Yes,22.0,4,4,0,11.0,2.0,1,10.0,7.0,1.0,0.0
1132,45,0.0,Travel_Rarely,1457,Research & Development,7.0,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477.0,20100,4.0,Yes,19.0,3,3,1,7.0,2.0,2,3.0,2.0,0.0,2.0
1135,44,1.0,Travel_Rarely,621,Research & Development,15.0,3,Medical,1,Female,73,3,3,Healthcare Representative,4,Married,7978.0,14075,1.0,No,11.0,3,4,1,10.0,2.0,3,10.0,7.0,0.0,5.0
1136,40,0.0,Travel_Frequently,791,Research & Development,2.0,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244.0,9931,1.0,No,24.0,4,4,1,8.0,2.0,3,8.0,7.0,3.0,7.0
1137,34,0.0,Travel_Rarely,1397,Research & Development,1.0,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691.0,7660,1.0,No,12.0,3,4,1,10.0,4.0,2,10.0,9.0,7.5,8.0
1138,56,0.0,Travel_Rarely,1255,Research & Development,1.0,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2066.0,10494,2.0,No,22.0,4,4,1,5.0,3.0,4,3.0,2.0,1.0,0.0
1140,33,0.0,Travel_Rarely,924,Research & Development,2.0,3,Medical,3,Male,78,3,1,Laboratory Technician,4,Single,2496.0,6670,4.0,No,11.0,3,4,0,7.0,3.0,3,1.0,1.0,0.0,0.0
1141,55,0.0,Non-Travel,177,Research & Development,8.0,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577.0,25592,1.0,Yes,15.0,3,4,1,31.0,3.0,3,18.0,9.0,7.5,0.0
